2023年1月,,,,,,
小區域有感地震,2023-04-26 17:03:48,120.43,23.22,3.6,16.8,臺南市政府東北方  36.0  公里 (位於臺南市六甲區)(臺南市六甲區)
小區域有感地震,2023-04-26 10:40:20,121.89,24.48,3.3,15.1,宜蘭縣政府南南東方  30.3  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2023-04-26 03:10:25,122.23,24.82,4.5,109.7,宜蘭縣政府東方  48.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2023-04-25 02:31:52,121.89,24.27,4.3,27.4,花蓮縣政府東北方  41.4  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2023-04-24 21:37:37,121.15,22.79,3.2,6.5,臺東縣政府北方  4.4  公里 (位於臺東縣卑南鄉)(臺東縣卑南鄉)
34,2023-04-24 21:35:38,121.16,22.80,4.4,5.8,臺東縣政府北方  5.0  公里 (位於臺東縣卑南鄉)(臺東縣卑南鄉)
小區域有感地震,2023-04-24 21:14:23,121.15,22.79,3.5,6.2,臺東縣政府北方  4.2  公里 (位於臺東縣卑南鄉)(臺東縣卑南鄉)
小區域有感地震,2023-04-24 15:26:43,121.74,24.70,3.7,9.2,宜蘭縣政府西南方  4.1  公里 (位於宜蘭縣三星鄉)(宜蘭縣三星鄉)
小區域有感地震,2023-04-24 15:12:08,121.30,22.78,3.8,19.4,臺東縣政府東方  15.0  公里 (位於臺灣東南部海域)(臺灣東南部海域)
小區域有感地震,2023-04-23 15:45:21,121.17,22.80,3.3,5.9,臺東縣政府北北東方  4.9  公里 (位於臺東縣臺東市)(臺東縣臺東市)
小區域有感地震,2023-04-23 06:17:26,120.41,23.32,3.3,12.4,臺南市政府東北方  42.9  公里 (位於臺南市東山區)(臺南市東山區)
小區域有感地震,2023-04-22 23:30:51,121.74,24.39,3.1,6,宜蘭縣政府南方  38.2  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2023-04-22 22:10:04,121.77,24.34,3.1,7.2,宜蘭縣政府南方  43.5  公里 (位於宜蘭縣近海)(宜蘭縣近海)
小區域有感地震,2023-04-22 16:03:46,121.73,24.38,4,5.9,宜蘭縣政府南方  38.8  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2023-04-22 08:20:46,120.97,23.26,3.8,5.3,臺東縣政府北北西方  58.9  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
小區域有感地震,2023-04-21 19:44:44,121.51,23.50,4.6,29,花蓮縣政府南南西方  55.9  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2023-04-20 05:41:31,121.47,23.74,3.8,8,花蓮縣政府南南西方  31.7  公里 (位於花蓮縣鳳林鎮)(花蓮縣鳳林鎮)
小區域有感地震,2023-04-19 15:49:08,121.30,23.39,3.9,9.7,花蓮縣政府南南西方  74.1  公里 (位於花蓮縣卓溪鄉)(花蓮縣卓溪鄉)
小區域有感地震,2023-04-19 14:11:17,121.14,23.06,3.3,3.4,臺東縣政府北方  34.1  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
小區域有感地震,2023-04-19 02:53:59,121.31,24.16,3.7,7.2,花蓮縣政府西北西方  37.1  公里 (位於花蓮縣秀林鄉)(花蓮縣秀林鄉)
小區域有感地震,2023-04-18 03:33:53,121.90,24.36,4.7,42,宜蘭縣政府南南東方  43.9  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2023-04-18 02:21:33,120.92,24.08,3.5,23.6,南投縣政府東北方  30.6  公里 (位於南投縣國姓鄉)(南投縣國姓鄉)
33,2023-04-17 16:49:04,121.67,24.37,4.7,23,宜蘭縣政府南南西方  41.3  公里 (位於宜蘭縣南澳鄉)(宜蘭縣南澳鄉)
小區域有感地震,2023-04-17 03:17:33,120.92,22.75,4.2,7.8,臺東縣政府西方  24.3  公里 (位於臺東縣卑南鄉)(臺東縣卑南鄉)
小區域有感地震,2023-04-16 18:44:29,121.08,22.91,3.7,12,臺東縣政府北北西方  18.8  公里 (位於臺東縣鹿野鄉)(臺東縣鹿野鄉)
32,2023-04-16 11:26:56,121.40,23.74,4.3,20,花蓮縣政府西南方  35.7  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
小區域有感地震,2023-04-14 23:38:16,120.94,22.52,3.7,11.9,臺東縣政府西南方  34.0  公里 (位於臺東縣太麻里鄉)(臺東縣太麻里鄉)
小區域有感地震,2023-04-14 11:54:48,121.14,22.80,3.4,5.7,臺東縣政府北方  5.1  公里 (位於臺東縣卑南鄉)(臺東縣卑南鄉)
31,2023-04-14 11:54:02,121.16,22.79,4.2,6.3,臺東縣政府北北東方  4.1  公里 (位於臺東縣臺東市)(臺東縣臺東市)
小區域有感地震,2023-04-12 20:09:27,121.73,24.18,3.2,10.5,花蓮縣政府北北東方  24.0  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2023-04-10 03:11:33,121.39,24.85,3.5,9.1,新北市政府南南西方  19.0  公里 (位於新北市三峽區)(新北市三峽區)
小區域有感地震,2023-04-10 02:45:37,122.93,24.32,5.2,43.5,宜蘭縣政府東南東方  126.7  公里 (位於臺灣東部海域)(臺灣東部海域)
小區域有感地震,2023-04-10 02:26:49,121.19,23.03,3.7,10.1,臺東縣政府北方  30.7  公里 (位於臺東縣池上鄉)(臺東縣池上鄉)
小區域有感地震,2023-04-10 01:35:19,121.40,23.74,4,19.7,花蓮縣政府西南方  35.1  公里 (位於花蓮縣萬榮鄉)(花蓮縣萬榮鄉)
30,2023-04-09 13:19:09,121.54,24.64,4.6,62.6,宜蘭縣政府西南西方  25.4  公里 (位於宜蘭縣大同鄉)(宜蘭縣大同鄉)
29,2023-04-08 20:14:50,121.44,23.44,4.7,31.7,臺東縣政府北北東方  81.3  公里 (位於臺東縣長濱鄉)(臺東縣長濱鄉)
小區域有感地震,2023-04-08 19:22:01,121.81,24.30,4.1,12.7,花蓮縣政府北北東方  39.2  公里 (位於花蓮縣近海)(花蓮縣近海)
小區域有感地震,2023-04-08 16:36:51,120.97,23.27,4,5.1,臺東縣政府北北西方  59.9  公里 (位於臺東縣海端鄉)(臺東縣海端鄉)
小區域有感地震,2023-04-08 14:36:19,121.72,24.18,3.6,10.7,花蓮縣政府北北東方  23.6  公里 (位於花蓮縣近海)(花蓮縣近海)
